ticker	signal_price
ETHA	29.54
ETHA	28.08
ETHA	22.88
ETHA	23.14
CLS	249.39
CLS	251.54
CLS	248.75
CLS	241.27
CLS	249.21
CLS	253.04
CLS	251.92
CLS	244.21
CLS	244.02
CLS	244.5
CLS	246.32
CLS	246.51
CLS	252.29
CLS	237.89
CLS	253.3
CLS	254.51
CLS	255.36
CLS	260.5
CLS	260.92
CLS	267.42
CLS	268.55
CLS	265.76
CLS	265.77
CLS	268.55
CLS	269.35
CLS	270.18
CLS	280.34
CLS	281.49
CLS	281.1
CLS	306.2
CLS	345.21
CLS	348.2
CLS	336.61
CLS	359.85
CLS	343.44
CLS	336.67
CLS	309.8
CLS	315.26
CLS	282.36
CLS	321.72
CLS	322.26
CLS	324.27
CLS	327.55
CLS	328.67
CLS	252.24
CLS	253.92
CLS	246.3
CLS	250.3
CLS	248.88
CLS	253.39
CLS	255.13
CLS	258.02
CLS	260.5
CLS	260.92
CLS	258.8
CLS	305.61
CLS	305.74
CLS	350.29
CLS	349.04
CLS	313.0
CLS	316.57
CLS	325.58
CLS	327.64
CLS	327.75
CLS	329.39
CLS	329.81
CLS	252.74
CLS	249.78
CLS	248.96
CLS	252.12
CLS	251.89
CLS	255.13
CLS	258.8
CLS	306.83
CLS	345.24
CLS	349.2
CLS	329.81
CLS	332.26
CLS	333.56
CLS	341.04
CLS	341.81
CLS	250.73
CLS	251.66
CLS	258.8
CLS	298.3
CLS	306.27
CLS	312.0
CLS	309.57
OPFI	10.5
OPFI	10.52
OPFI	10.53
OPFI	10.5
OPFI	10.23
OPFI	10.26
OPFI	10.27
OPFI	11.0
OPFI	11.45
OPFI	11.62
OPFI	11.9
OPFI	11.97
OPFI	10.82
OPFI	10.84
OPFI	10.85
OPFI	10.86
OPFI	10.87
OPFI	10.88
OPFI	10.34
OPFI	9.6
OPFI	9.61
OPFI	9.6
OPFI	9.66
OPFI	9.69
OPFI	9.76
OPFI	9.76
OPFI	9.89
OPFI	9.91
OPFI	9.85
OPFI	9.88
OPFI	9.94
OPFI	10.27
OPFI	10.3
OPFI	10.23
OPFI	9.8
OPFI	10.17
OPFI	9.74
OPFI	9.39
OPFI	9.4
OPFI	9.6
OPFI	9.33
OPFI	9.43
OPFI	9.49
OPFI	9.49
OPFI	9.6
OPFI	9.62
OPFI	9.63
OPFI	9.68
OPFI	9.67
OPFI	9.72
OPFI	11.06
OPFI	11.15
OPFI	11.47
OPFI	11.86
OPFI	11.86
OPFI	11.98
OPFI	10.82
OPFI	10.82
OPFI	9.61
OPFI	9.6
