ticker	date	intervals	signal_price	current_price	current_time	nx_1d	nx_30m
QBTS	2025-06-25	1,2,3	14.77	17.67	2025-07-29 00:00:00	True	False
JD	2025-06-24	2,3,4	32.49	32.22	2025-07-29 00:00:00	False	False
OPEN	2025-06-24	1,2,3	0.56	2.05	2025-07-29 00:00:00	False	False
QBTS	2025-06-24	1,2,3	14.96	17.67	2025-07-29 00:00:00	True	False
RGTI	2025-06-24	1,2,3	11.6	14.47	2025-07-29 00:00:00	True	False
BABA	2025-06-23	1,2,3,4	113.09	119.36	2025-07-29 00:00:00	True	False
DJT	2025-06-23	1,2,3	17.91	17.81	2025-07-29 00:00:00	False	False
RR	2025-06-23	1,2,3	1.79	1.9	2025-07-29 00:00:00	True	False
CRM	2025-06-20	1,2,3,4	260.6	267.39	2025-07-29 00:00:00	False	False
DJT	2025-06-18	1,2,3	18.58	17.81	2025-07-29 00:00:00	False	False
RIVN	2025-06-18	1,2,3,4	13.79	13.06	2025-07-29 00:00:00	True	False
OPEN	2025-06-17	1,2,3,4	0.57	2.05	2025-07-29 00:00:00	False	False
ALAB	2025-06-16	1,2,3	96.21	118.41	2025-07-29 00:00:00	True	True
BABA	2025-06-16	2,3,4	116.51	119.36	2025-07-29 00:00:00	True	False
CRM	2025-06-16	2,3,4	263.8	267.39	2025-07-29 00:00:00	False	False
HOLO	2025-06-16	1,2,3	4.33	4.67	2025-07-29 00:00:00	False	False
QMCO	2025-06-16	1,2,3	10.33	7.88	2025-07-29 00:00:00	False	False
RIVN	2025-06-16	1,2,3,4	13.94	13.06	2025-07-29 00:00:00	True	False
OPEN	2025-06-11	1,2,3,4	0.62	2.05	2025-07-29 00:00:00	False	False
