ticker	date	intervals	signal_price	current_price	current_time	nx_1h
LUNR	2025-05-30	5,10,15,30	11.29	10.0	2025-06-23 00:00:00	True
MARA	2025-05-30	5,10,15,30	14.23	14.18	2025-06-23 00:00:00	False
MLGO	2025-05-30	5,10,15	1.43	0.65	2025-06-23 00:00:00	False
MSTR	2025-05-30	5,15,30	364.52	367.18	2025-06-23 00:00:00	False
OPFI	2025-05-30	5,10,15	12.52	13.4	2025-06-23 00:00:00	True
PHUN	2025-05-30	5,10,15,30	2.96	2.86	2025-06-23 00:00:00	False
PLTR	2025-05-30	10,15,30	122.8	139.92	2025-06-23 00:00:00	True
PYPL	2025-05-30	5,10,15	69.91	72.01	2025-06-23 00:00:00	False
QBTS	2025-05-30	5,10,15	15.9	14.94	2025-06-23 00:00:00	True
QCOM	2025-05-30	5,10,15	146.18	153.14	2025-06-23 00:00:00	False
QMCO	2025-05-30	5,10,15	11.83	8.19	2025-06-23 00:00:00	True
SBUX	2025-05-30	5,10,15	83.45	92.34	2025-06-23 00:00:00	False
SE	2025-05-30	5,10,15	158.61	153.52	2025-06-23 00:00:00	True
SNOW	2025-05-30	5,10,15	202.78	213.71	2025-06-23 00:00:00	True
SOFI	2025-05-30	5,10,15	13.07	15.36	2025-06-23 00:00:00	False
TLRY	2025-05-30	5,10,30	0.44	0.36	2025-06-23 00:00:00	False
XIACY	2025-05-30	5,10,15,30	32.0	35.0	2025-06-23 00:00:00	False
AA	2025-05-29	5,10,15	27.66	28.71	2025-06-23 00:00:00	False
AAL	2025-05-29	5,10,15	11.35	10.9	2025-06-23 00:00:00	True
AAOI	2025-05-29	5,10,15	16.67	22.57	2025-06-23 00:00:00	True
ACHR	2025-05-29	5,10,15	10.6	10.0	2025-06-23 00:00:00	True
ADBE	2025-05-29	5,10,15	411.75	380.12	2025-06-23 00:00:00	True
ALAB	2025-05-29	5,10,15,30	96.55	85.95	2025-06-23 00:00:00	True
BABA	2025-05-29	5,10,15	116.93	113.09	2025-06-23 00:00:00	False
BILI	2025-05-29	5,10,15	19.07	19.91	2025-06-23 00:00:00	True
CAT	2025-05-29	5,10,15	350.87	366.23	2025-06-23 00:00:00	True
CLS	2025-05-29	5,10,15,30	116.39	136.34	2025-06-23 00:00:00	True
CLSK	2025-05-29	5,10,15	8.8	8.85	2025-06-23 00:00:00	False
COIN	2025-05-29	5,10,15	248.63	307.59	2025-06-23 00:00:00	True
DJT	2025-05-29	5,10,15	20.7	17.89	2025-06-23 00:00:00	False
GME	2025-05-29	5,10,15	29.48	22.82	2025-06-23 00:00:00	True
LUNR	2025-05-29	5,10,15,30	12.07	10.0	2025-06-23 00:00:00	True
MARA	2025-05-29	5,10,15,30	14.61	14.18	2025-06-23 00:00:00	False
MSFT	2025-05-29	5,10,15,30	459.11	486.0	2025-06-23 00:00:00	True
PHUN	2025-05-29	5,10,15	3.0	2.86	2025-06-23 00:00:00	True
QUBT	2025-05-29	5,10,30	12.64	17.5	2025-06-23 00:00:00	True
SE	2025-05-29	5,10,15	161.19	153.52	2025-06-23 00:00:00	True
WMT	2025-05-29	5,10,30	97.58	97.87	2025-06-23 00:00:00	True
BA	2025-05-28	5,10,15	201.02	201.31	2025-06-23 00:00:00	True
