ticker	date	intervals	signal_price	current_price	current_time	nx_1h
DUO	2025-05-20	5,10,15,30	3.7	2.08	2025-07-29 00:00:00	False
ETHA	2025-05-20	5,10,15	18.78	28.49	2025-07-29 00:00:00	True
FNGB	2025-05-20	5,10,15	18.8	25.29	2025-07-29 00:00:00	True
INTC	2025-05-20	5,10,15,30	21.38	20.41	2025-07-29 00:00:00	True
MLGO	2025-05-20	5,10,15,30	36.6	10.01	2025-07-29 00:00:00	False
OXY	2025-05-20	5,10,15,30	41.92	45.46	2025-07-29 00:00:00	True
RDDT	2025-05-20	5,10,15,30	105.64	144.85	2025-07-29 00:00:00	False
SHOP	2025-05-20	5,10,15	105.25	124.85	2025-07-29 00:00:00	True
SMCI	2025-05-20	5,10,15	42.94	58.63	2025-07-29 00:00:00	True
SOFI	2025-05-20	5,10,15,30	13.32	22.4	2025-07-29 00:00:00	True
SOUN	2025-05-20	5,10,15	9.99	10.69	2025-07-29 00:00:00	True
SOXL	2025-05-20	5,10,15,30	17.78	27.03	2025-07-29 00:00:00	True
UPST	2025-05-20	5,10,15	46.88	80.43	2025-07-29 00:00:00	False
AFRM	2025-05-19	5,10,15,30	51.76	67.96	2025-07-29 00:00:00	True
ALAB	2025-05-19	5,10,15	90.31	118.41	2025-07-29 00:00:00	True
BABA	2025-05-19	10,15,30	122.39	119.36	2025-07-29 00:00:00	False
DJT	2025-05-19	5,10,15	25.12	17.81	2025-07-29 00:00:00	True
DUO	2025-05-19	5,10,15,30	3.81	2.08	2025-07-29 00:00:00	True
DUOL	2025-05-19	5,10,15	528.41	333.71	2025-07-29 00:00:00	True
DXYZ	2025-05-19	5,10,15,30	39.95	30.73	2025-07-29 00:00:00	True
FNGB	2025-05-19	5,10,15	19.21	25.29	2025-07-29 00:00:00	True
INTC	2025-05-19	5,10,15,30	21.41	20.41	2025-07-29 00:00:00	True
JD	2025-05-19	5,10,15	33.37	32.22	2025-07-29 00:00:00	False
MLGO	2025-05-19	5,10,15,30	40.35	10.01	2025-07-29 00:00:00	False
MRVL	2025-05-19	5,10,15	62.57	76.34	2025-07-29 00:00:00	True
OXY	2025-05-19	5,10,15,30	42.21	45.46	2025-07-29 00:00:00	True
SH	2025-05-19	5,10,15,30	41.53	38.82	2025-07-29 00:00:00	False
SOUN	2025-05-19	5,10,15	10.25	10.69	2025-07-29 00:00:00	True
SOXL	2025-05-19	5,10,15	17.84	27.03	2025-07-29 00:00:00	True
SQQQ	2025-05-19	5,15,30	23.5	18.17	2025-07-29 00:00:00	False
TEM	2025-05-19	10,15,30	62.23	58.29	2025-07-29 00:00:00	True
UPST	2025-05-19	5,10,15	47.1	80.43	2025-07-29 00:00:00	False
APP	2025-05-16	5,10,15	362.21	361.63	2025-07-29 00:00:00	True
JD	2025-05-16	5,10,15	33.67	32.22	2025-07-29 00:00:00	False
MLGO	2025-05-16	5,10,15,30	45.6	10.01	2025-07-29 00:00:00	False
MRVL	2025-05-16	5,10,15	64.42	76.34	2025-07-29 00:00:00	True
MSTR	2025-05-16	5,10,15	394.44	394.66	2025-07-29 00:00:00	True
RDDT	2025-05-16	5,10,15	112.12	144.85	2025-07-29 00:00:00	True
SH	2025-05-16	5,10,15,30	41.52	38.82	2025-07-29 00:00:00	False
SOUN	2025-05-16	5,10,15	11.01	10.69	2025-07-29 00:00:00	True
HOLO	2025-05-15	5,10,15	6.28	4.67	2025-07-29 00:00:00	False
INTC	2025-05-15	5,10,15	21.36	20.41	2025-07-29 00:00:00	True
MLGO	2025-05-15	5,10,15,30	53.85	10.01	2025-07-29 00:00:00	False
MSTR	2025-05-15	5,10,15	397.65	394.66	2025-07-29 00:00:00	True
SH	2025-05-15	5,10,15,30	41.78	38.82	2025-07-29 00:00:00	False
SQQQ	2025-05-15	5,10,15	23.48	18.17	2025-07-29 00:00:00	False
WMT	2025-05-15	10,15,30	95.88	98.33	2025-07-29 00:00:00	False
HOLO	2025-05-14	5,10,15	6.5	4.67	2025-07-29 00:00:00	False
MCD	2025-05-14	10,15,30	306.99	302.67	2025-07-29 00:00:00	False
MLGO	2025-05-14	5,10,15,30	62.54	10.01	2025-07-29 00:00:00	False
ONC	2025-05-14	5,10,15,30	220.46	305.74	2025-07-29 00:00:00	False
SQQQ	2025-05-14	5,10,15	23.82	18.17	2025-07-29 00:00:00	False
TIGR	2025-05-14	5,10,15	9.76	9.82	2025-07-29 00:00:00	True
HOLO	2025-05-13	5,10,15	6.99	4.67	2025-07-29 00:00:00	False
MCD	2025-05-13	5,10,15	309.16	302.67	2025-07-29 00:00:00	False
MLGO	2025-05-13	5,10,15	72.0	10.01	2025-07-29 00:00:00	False
ONC	2025-05-13	5,10,15,30	223.09	305.74	2025-07-29 00:00:00	False
QMCO	2025-05-13	5,10,15	10.82	7.88	2025-07-29 00:00:00	False
SH	2025-05-13	5,10,15	41.85	38.82	2025-07-29 00:00:00	False
SQQQ	2025-05-13	5,10,15	23.98	18.17	2025-07-29 00:00:00	False
WMT	2025-05-13	10,15,30	95.9	98.33	2025-07-29 00:00:00	True
MCD	2025-05-12	5,10,15	311.24	302.67	2025-07-29 00:00:00	False
ONC	2025-05-12	5,10,15,30	229.72	305.74	2025-07-29 00:00:00	False
QBTS	2025-05-12	5,15,30	10.76	17.67	2025-07-29 00:00:00	True
AAOI	2025-05-09	5,10,15	14.43	24.11	2025-07-29 00:00:00	True
BILI	2025-05-09	5,10,15,30	17.53	22.44	2025-07-29 00:00:00	True
CRWD	2025-05-09	5,10,15	409.24	465.51	2025-07-29 00:00:00	True
DELL	2025-05-09	5,10,15	95.92	133.51	2025-07-29 00:00:00	True
HOLO	2025-05-09	5,10,15,30	7.59	4.67	2025-07-29 00:00:00	False
MLGO	2025-05-09	5,10,15	67.05	10.01	2025-07-29 00:00:00	False
ONC	2025-05-09	5,10,15	231.41	305.74	2025-07-29 00:00:00	False
OPEN	2025-05-09	5,10,15	0.66	2.05	2025-07-29 00:00:00	False
PANW	2025-05-09	5,10,15,30	186.79	193.84	2025-07-29 00:00:00	True
RR	2025-05-09	5,10,15,30	1.94	1.9	2025-07-29 00:00:00	False
SHOP	2025-05-09	5,10,15,30	91.12	124.85	2025-07-29 00:00:00	False
TSLA	2025-05-09	5,10,15	298.62	321.2	2025-07-29 00:00:00	True
ASTS	2025-05-08	5,10,15	25.37	53.09	2025-07-29 00:00:00	True
HOLO	2025-05-08	5,10,15,30	7.77	4.67	2025-07-29 00:00:00	False
MLGO	2025-05-08	5,10,15	70.8	10.01	2025-07-29 00:00:00	False
QBTS	2025-05-08	5,10,15,30	8.12	17.67	2025-07-29 00:00:00	True
RGTI	2025-05-08	5,10,15,30	9.51	14.47	2025-07-29 00:00:00	True
RR	2025-05-08	5,10,15,30	2.06	1.9	2025-07-29 00:00:00	True
SHOP	2025-05-08	5,10,15,30	93.15	124.85	2025-07-29 00:00:00	True
AA	2025-05-07	5,10,15	24.35	30.44	2025-07-29 00:00:00	False
AAOI	2025-05-07	5,10,15	13.72	24.11	2025-07-29 00:00:00	True
AAPL	2025-05-07	5,10,15	194.7	211.27	2025-07-29 00:00:00	False
AMD	2025-05-07	5,10,15	100.2	177.44	2025-07-29 00:00:00	True
AMZN	2025-05-07	5,10,15	189.29	231.01	2025-07-29 00:00:00	True
BA	2025-05-07	5,10,15	185.54	226.08	2025-07-29 00:00:00	True
BTC	2025-05-07	5,10,30	42.63	52.04	2025-07-29 00:00:00	True
CAT	2025-05-07	5,10,15	320.19	430.05	2025-07-29 00:00:00	True
CLSK	2025-05-07	5,10,15	8.01	11.73	2025-07-29 00:00:00	False
COST	2025-05-07	5,10,15,30	1007.97	934.57	2025-07-29 00:00:00	True
DELL	2025-05-07	5,10,15	93.7	133.51	2025-07-29 00:00:00	True
DXYZ	2025-05-07	5,10,15	35.4	30.73	2025-07-29 00:00:00	True
FNGB	2025-05-07	5,10,15	15.47	25.29	2025-07-29 00:00:00	True
HOLO	2025-05-07	5,10,15,30	7.52	4.67	2025-07-29 00:00:00	False
MLGO	2025-05-07	5,10,15	71.25	10.01	2025-07-29 00:00:00	False
ONC	2025-05-07	5,10,15	232.85	305.74	2025-07-29 00:00:00	False
OXY	2025-05-07	5,10,15,30	39.01	45.46	2025-07-29 00:00:00	False
PANW	2025-05-07	5,15,30	188.32	193.84	2025-07-29 00:00:00	True
QBTS	2025-05-07	5,10,15	6.89	17.67	2025-07-29 00:00:00	True
QMCO	2025-05-07	5,10,15,30	10.9	7.88	2025-07-29 00:00:00	False
RDDT	2025-05-07	5,10,15	104.22	144.85	2025-07-29 00:00:00	False
RGTI	2025-05-07	5,10,15	9.26	14.47	2025-07-29 00:00:00	True
SBUX	2025-05-07	5,10,15	82.64	92.96	2025-07-29 00:00:00	False
SERV	2025-05-07	5,10,15,30	6.01	10.34	2025-07-29 00:00:00	True
TEM	2025-05-07	5,10,15	51.21	58.29	2025-07-29 00:00:00	True
TSLA	2025-05-07	5,10,15	274.73	321.2	2025-07-29 00:00:00	True
VRT	2025-05-07	5,10,15	93.24	142.7	2025-07-29 00:00:00	True
AAPL	2025-05-06	5,10,15	198.51	211.27	2025-07-29 00:00:00	False
AMZN	2025-05-06	5,10,15	186.65	231.01	2025-07-29 00:00:00	True
ASTS	2025-05-06	5,10,15	24.58	53.09	2025-07-29 00:00:00	True
BTC	2025-05-06	5,10,30	41.7	52.04	2025-07-29 00:00:00	True
CLSK	2025-05-06	5,10,15	7.97	11.73	2025-07-29 00:00:00	False
COST	2025-05-06	5,10,15,30	1013.5	934.57	2025-07-29 00:00:00	True
DJT	2025-05-06	5,10,15	23.73	17.81	2025-07-29 00:00:00	True
DXYZ	2025-05-06	5,10,15	35.3	30.73	2025-07-29 00:00:00	True
GME	2025-05-06	5,10,15	25.69	22.55	2025-07-29 00:00:00	False
IBIT	2025-05-06	5,10,30	53.5	66.71	2025-07-29 00:00:00	True
MLGO	2025-05-06	5,10,15	104.1	10.01	2025-07-29 00:00:00	False
NBIS	2025-05-06	5,10,15	24.13	50.4	2025-07-29 00:00:00	True
OKLO	2025-05-06	5,10,15,30	25.52	71.01	2025-07-29 00:00:00	True
OPEN	2025-05-06	5,10,15	0.74	2.05	2025-07-29 00:00:00	False
PANW	2025-05-06	5,10,15,30	189.2	193.84	2025-07-29 00:00:00	True
PHUN	2025-05-06	5,10,15	2.83	2.91	2025-07-29 00:00:00	True
QMCO	2025-05-06	5,10,15,30	10.81	7.88	2025-07-29 00:00:00	False
RGTI	2025-05-06	5,10,15	9.34	14.47	2025-07-29 00:00:00	True
SBUX	2025-05-06	5,10,15	82.39	92.96	2025-07-29 00:00:00	False
TLRY	2025-05-06	5,10,15	0.42	0.58	2025-07-29 00:00:00	False
TSLA	2025-05-06	5,10,15	274.13	321.2	2025-07-29 00:00:00	True
UPST	2025-05-06	5,10,15	50.26	80.43	2025-07-29 00:00:00	True
VRT	2025-05-06	5,10,15	92.57	142.7	2025-07-29 00:00:00	True
